"Product";"Price";"Quantity";"Date"
"Table";"869,92";2;"2018-05-20"
"Teddybear";"1.598,67";1;"2018-04-12"
"Table";"239,28";2;"2018-11-27"
"Chair";"884,73";5;"2018-08-07"
"Teddybear";"844,03";4;"2018-06-17"
"Table";"303,97";1;"2018-04-22"
"Teddybear";"3.593,83";2;"2018-11-10"
"Lamp";"2.919,41";4;"2018-03-13"
"Chair";"2.573,16";2;"2018-04-23"
"Lamp";"1.110,37";5;"2018-07-31"
"Lamp";"921,47";5;"2018-02-11"
"Table";"1.630,85";5;"2018-11-11"
"Lamp";"1.362,93";1;"2018-07-27"
"Lamp";"2.692,27";5;"2018-12-13"
"Chair";"632,17";3;"2018-01-08"
"Teddybear";"881,69";4;"2018-12-31"
"Lamp";"3.380,42";4;"2018-07-10"
"Lamp";"1.672,95";4;"2018-05-06"
"Table";"3.286,36";2;"2018-07-14"
"Table";"1.925,45";3;"2018-03-23"
"Teddybear";"2.013,64";3;"2018-11-21"
"Chair";"2.251,42";2;"2018-08-09"
"Table";"1.049,68";1;"2018-11-13"
"Table";"1.136,62";3;"2018-07-19"
"Lamp";"3.803,97";1;"2018-11-11"
"Chair";"2.722,19";3;"2018-03-29"
"Teddybear";"1.867,77";3;"2018-03-04"
"Teddybear";"2.582,73";4;"2018-06-15"
"Lamp";"179,99";5;"2018-09-03"
"Lamp";"3.834,36";3;"2018-07-16"
"Lamp";"896,46";4;"2018-11-02"
"Chair";"2.518,52";1;"2018-08-27"
"Chair";"1.169,47";2;"2018-01-02"
"Teddybear";"3.541,43";3;"2018-01-21"
"Chair";"2.155,43";5;"2018-10-17"
"Chair";"1.923,76";1;"2018-02-02"
"Chair";"2.687,04";5;"2018-07-23"
"Table";"1.382,12";4;"2018-04-27"
"Teddybear";"558,45";2;"2018-01-06"
"Teddybear";"2.131,89";1;"2018-07-01"
"Lamp";"1.779,70";5;"2018-11-17"
"Teddybear";"3.306,21";3;"2018-02-21"
"Teddybear";"3.074,57";4;"2018-04-03"
"Lamp";"3.182,62";4;"2018-02-12"
"Table";"2.601,77";4;"2018-09-25"
"Table";"516,88";4;"2018-02-25"
"Chair";"1.299,15";1;"2018-11-24"
"Lamp";"2.855,88";5;"2018-02-20"
"Table";"3.629,33";2;"2018-05-23"
"Table";"3.440,18";3;"2018-12-12"
"Lamp";"2.511,83";3;"2018-11-30"
"Lamp";"2.711,04";1;"2018-01-19"
"Chair";"455,08";5;"2018-07-30"
"Chair";"1.166,76";2;"2018-11-12"
"Lamp";"1.350,85";1;"2018-05-23"
"Chair";"1.270,05";2;"2018-07-04"
"Table";"1.807,20";3;"2018-11-09"
"Chair";"1.437,89";4;"2018-11-29"
"Teddybear";"1.868,70";1;"2018-05-26"
"Chair";"315,05";4;"2018-05-02"
"Table";"816,61";5;"2018-06-16"
"Lamp";"2.754,40";3;"2018-12-27"
"Lamp";"1.592,37";4;"2018-06-17"
"Lamp";"637,69";5;"2018-04-30"
"Lamp";"37,28";3;"2018-06-22"
"Lamp";"3.274,84";5;"2018-05-13"
"Teddybear";"128,19";2;"2018-09-30"
"Table";"747,56";2;"2018-10-12"
"Table";"958,69";1;"2018-04-19"
"Chair";"1.381,28";5;"2018-07-23"
"Teddybear";"2.469,29";4;"2018-08-19"
"Teddybear";"305,79";4;"2018-06-21"
"Chair";"3.938,38";2;"2018-02-03"
"Chair";"1.613,00";3;"2018-11-14"
"Chair";"2.454,01";1;"2018-01-25"
"Table";"1.655,08";5;"2018-10-31"
"Chair";"2.959,38";5;"2018-05-15"
"Lamp";"3.171,79";2;"2018-12-30"
"Teddybear";"2.004,50";4;"2018-03-11"
"Teddybear";"2.544,96";4;"2018-09-06"
"Teddybear";"506,63";3;"2018-11-06"
"Table";"2.683,16";4;"2018-07-06"
"Lamp";"2.285,62";4;"2018-10-23"
"Teddybear";"69,96";5;"2018-01-22"
"Lamp";"1.683,98";2;"2018-10-22"
"Chair";"3.704,31";2;"2018-03-08"
"Chair";"3.250,63";1;"2018-05-02"
"Teddybear";"3.822,02";4;"2018-10-12"
"Table";"2.355,53";3;"2018-08-14"
"Teddybear";"59,85";3;"2018-12-01"
"Chair";"3.364,05";1;"2018-12-12"
"Chair";"219,98";2;"2018-03-10"
"Chair";"632,64";2;"2018-06-10"
"Chair";"3.679,69";3;"2018-08-08"
"Table";"1.526,12";3;"2018-05-02"
"Teddybear";"3.398,50";3;"2018-09-09"
"Table";"2.417,34";1;"2018-11-06"
"Teddybear";"1.186,83";1;"2018-11-23"
"Table";"1.341,69";3;"2018-03-08"
"Table";"227,07";5;"2018-07-24"
"Table";"2.125,28";2;"2018-02-04"
"Table";"2.727,81";3;"2018-01-25"
"Table";"282,86";3;"2018-11-25"
"Chair";"1.558,12";4;"2018-04-27"
"Teddybear";"3.669,12";2;"2018-11-16"
"Teddybear";"369,18";2;"2018-08-19"
"Teddybear";"3.771,26";3;"2018-01-22"
"Chair";"388,94";2;"2018-01-29"
"Table";"404,16";1;"2018-10-24"
"Lamp";"767,65";1;"2018-04-24"
"Table";"3.943,15";1;"2018-12-14"
"Table";"1.363,14";1;"2018-10-16"
"Chair";"3.322,33";2;"2018-01-10"
"Chair";"1.380,46";1;"2018-05-03"
"Table";"3.876,09";4;"2018-03-19"
"Teddybear";"3.600,78";5;"2018-08-04"
"Chair";"1.468,92";4;"2018-03-13"
"Teddybear";"3.618,06";4;"2018-05-25"
"Teddybear";"3.371,52";1;"2018-01-17"
"Chair";"2.392,31";1;"2018-02-24"
"Lamp";"3.197,46";1;"2018-08-02"
"Lamp";"3.642,41";1;"2018-10-15"
"Chair";"2.538,95";2;"2018-10-11"
"Chair";"1.028,45";3;"2018-08-22"
"Chair";"614,96";2;"2018-04-03"
"Lamp";"702,52";5;"2018-06-16"
"Table";"3.302,57";3;"2018-01-15"
"Table";"2.955,49";4;"2018-03-23"
"Lamp";"3.027,63";3;"2018-05-13"
"Teddybear";"1.453,33";5;"2018-03-28"
"Table";"934,55";1;"2018-06-02"
"Teddybear";"885,00";4;"2018-03-13"
"Lamp";"3.996,75";1;"2018-06-19"
"Table";"1.907,89";3;"2018-07-06"
"Lamp";"1.848,16";1;"2018-08-07"
"Table";"1.135,33";3;"2018-06-29"
"Teddybear";"2.939,50";4;"2018-07-09"
"Teddybear";"287,50";4;"2018-02-21"
"Lamp";"55,76";5;"2018-09-06"
"Teddybear";"3.179,66";3;"2018-08-23"
"Chair";"3.195,94";1;"2018-07-19"
"Chair";"3.798,18";3;"2018-06-01"
"Table";"3.738,48";1;"2018-11-30"
"Table";"3.941,08";3;"2018-03-21"
"Lamp";"2.143,71";4;"2018-01-25"
"Teddybear";"1.287,82";3;"2018-05-08"
"Table";"1.748,98";5;"2018-06-01"
"Teddybear";"1.832,18";4;"2018-03-10"
"Lamp";"1.427,81";5;"2018-06-26"
"Teddybear";"2.592,11";5;"2018-10-21"
"Chair";"3.677,70";3;"2018-07-01"
"Teddybear";"1.195,87";4;"2018-02-17"
"Table";"3.831,04";4;"2018-08-18"
"Lamp";"797,25";2;"2018-05-11"
"Chair";"2.773,66";2;"2018-01-24"
"Teddybear";"1.823,92";5;"2018-06-02"
"Teddybear";"1.027,00";3;"2018-02-16"
"Chair";"2.721,72";5;"2018-03-23"
"Teddybear";"2.060,94";5;"2018-07-23"
"Table";"2.917,09";3;"2018-06-12"
"Lamp";"2.022,00";3;"2018-07-21"
"Teddybear";"2.941,03";2;"2018-01-12"
"Lamp";"3.867,75";2;"2018-04-24"
"Lamp";"3.857,05";2;"2018-01-07"
"Table";"912,10";2;"2018-07-10"
"Table";"2.017,09";4;"2018-07-20"
"Table";"3.771,24";5;"2018-11-05"
"Lamp";"3.004,61";5;"2018-09-04"
"Teddybear";"1.910,24";5;"2018-04-24"
"Table";"1.315,27";5;"2018-04-25"
"Table";"3.342,82";2;"2018-04-06"
"Table";"3.247,00";2;"2018-04-30"
"Table";"693,53";3;"2018-10-29"
"Table";"2.930,80";1;"2018-01-23"
"Table";"836,99";1;"2018-11-05"
"Lamp";"3.396,57";3;"2018-05-15"
"Lamp";"2.546,25";5;"2018-07-18"
"Teddybear";"2.128,14";1;"2018-02-20"
"Chair";"3.610,30";3;"2018-03-25"
"Lamp";"961,64";3;"2018-07-02"
"Lamp";"3.387,50";3;"2018-11-14"
"Lamp";"160,07";1;"2018-11-29"
"Chair";"2.315,01";3;"2018-10-13"
"Lamp";"2.085,22";4;"2018-04-27"
"Table";"2.197,41";1;"2018-09-20"
"Table";"1.149,94";2;"2018-08-15"
"Lamp";"663,04";2;"2018-10-21"
"Teddybear";"1.662,81";5;"2018-08-12"
"Lamp";"1.931,60";5;"2018-07-31"
"Chair";"1.068,19";1;"2018-04-22"
"Table";"98,82";4;"2018-05-13"
"Teddybear";"1.423,56";3;"2018-03-06"
"Table";"703,03";1;"2018-02-06"
"Chair";"2.019,41";5;"2018-10-28"
"Teddybear";"2.115,01";3;"2018-02-03"
"Lamp";"2.446,80";3;"2018-06-03"
"Teddybear";"3.509,51";4;"2018-08-15"
"Lamp";"2.347,41";1;"2018-04-18"
"Table";"3.192,51";4;"2018-02-17"
"Table";"59,05";2;"2018-09-30"
"Table";"2.170,47";5;"2018-09-17"
"Chair";"1.908,81";1;"2018-06-03"
"Teddybear";"2.448,92";2;"2018-07-30"
"Lamp";"2.522,77";5;"2018-11-07"
"Lamp";"278,27";5;"2018-09-15"
"Chair";"364,96";3;"2018-07-25"
"Teddybear";"602,05";5;"2018-04-02"
"Lamp";"1.029,91";4;"2018-09-24"
"Table";"1.060,86";1;"2018-05-07"
"Lamp";"3.334,76";3;"2018-09-08"
"Lamp";"3.947,36";3;"2018-11-05"
"Teddybear";"3.823,42";5;"2018-01-16"
"Chair";"2.257,88";2;"2018-04-30"
"Table";"234,89";2;"2018-03-08"
"Teddybear";"1.303,90";4;"2018-01-20"
"Teddybear";"3.207,84";5;"2018-07-28"
"Lamp";"1.959,25";3;"2018-05-14"
"Teddybear";"3.953,31";5;"2018-11-13"
"Lamp";"684,91";2;"2018-09-15"
"Lamp";"1.691,42";3;"2018-10-30"
"Teddybear";"1.807,73";3;"2018-04-13"
"Teddybear";"1.249,22";2;"2018-01-31"
"Table";"283,90";4;"2018-03-03"
"Chair";"2.967,68";3;"2018-03-26"
"Chair";"498,38";5;"2018-07-11"
"Chair";"1.408,58";1;"2018-12-26"
"Chair";"2.346,19";5;"2018-10-26"
"Chair";"1.961,66";1;"2018-12-25"
"Lamp";"2.999,88";1;"2018-07-22"
"Teddybear";"2.379,96";4;"2018-02-28"
"Chair";"3.669,53";1;"2018-02-20"
"Lamp";"795,28";4;"2018-04-12"
"Lamp";"809,02";3;"2018-09-20"
"Lamp";"704,78";5;"2018-11-28"
"Teddybear";"186,44";5;"2018-04-29"
"Table";"1.355,26";4;"2018-04-21"
"Lamp";"3.084,93";4;"2018-10-18"
"Chair";"314,98";1;"2018-04-12"
"Teddybear";"3.868,62";1;"2018-10-05"
"Table";"250,26";2;"2018-08-09"
"Table";"2.257,09";1;"2018-01-12"
"Teddybear";"3.728,43";1;"2018-12-31"
"Teddybear";"3.804,83";5;"2018-01-12"
"Chair";"2.154,12";1;"2018-10-25"
"Table";"2.300,95";2;"2018-03-31"
"Teddybear";"3.542,98";3;"2018-07-19"
"Table";"1,23";3;"2018-02-01"
"Lamp";"2.542,02";4;"2018-11-18"
"Teddybear";"3.318,32";2;"2018-06-12"
"Teddybear";"897,45";5;"2018-11-10"
"Lamp";"2.792,30";1;"2018-10-31"
"Table";"3.328,93";2;"2018-04-29"
"Lamp";"1.599,61";4;"2018-04-17"
"Table";"536,67";2;"2018-01-22"
"Teddybear";"1.122,32";5;"2018-08-17"
"Chair";"3.124,89";3;"2018-11-18"
"Chair";"550,51";1;"2018-11-25"
"Table";"2.929,46";5;"2018-07-31"
"Teddybear";"2.312,26";2;"2018-09-07"
"Teddybear";"3.714,79";3;"2018-07-27"
"Lamp";"3.835,13";5;"2018-04-10"
"Lamp";"2.142,87";5;"2018-03-30"
"Table";"3.895,90";2;"2018-09-16"
"Table";"2.788,12";2;"2018-10-10"
"Table";"2.324,25";2;"2018-12-09"
"Table";"1.919,09";1;"2018-08-26"
"Teddybear";"3.124,86";1;"2018-02-18"
"Chair";"2.168,00";1;"2018-05-14"
"Table";"1.354,09";1;"2018-11-05"
"Table";"2.163,68";1;"2018-01-18"
"Table";"2.518,02";5;"2018-03-02"
"Chair";"894,79";4;"2018-02-03"
"Teddybear";"888,07";2;"2018-06-27"
"Lamp";"1.436,87";5;"2018-11-10"
"Table";"3.745,61";2;"2018-01-06"
"Chair";"3.516,22";1;"2018-04-05"
"Teddybear";"2.331,87";5;"2018-07-11"
"Chair";"222,09";2;"2018-03-05"
"Lamp";"134,54";2;"2018-10-01"
"Lamp";"1.610,55";2;"2018-08-09"
"Table";"3.766,08";4;"2018-05-27"
"Teddybear";"913,98";3;"2018-07-09"
"Lamp";"160,50";3;"2018-06-11"
"Chair";"888,02";2;"2018-08-12"
"Lamp";"3.164,01";1;"2018-06-21"
"Chair";"1.339,61";1;"2018-10-20"
"Table";"1.691,27";5;"2018-11-01"
"Chair";"2.338,99";1;"2018-06-18"
"Chair";"2.278,69";2;"2018-08-24"
"Table";"856,10";1;"2018-07-12"
"Lamp";"2.763,68";1;"2018-07-02"
"Table";"3.880,71";4;"2018-06-23"
"Chair";"1.905,55";1;"2018-01-22"
"Teddybear";"2.041,73";5;"2018-08-06"
"Teddybear";"509,03";1;"2018-07-03"
"Chair";"2.846,75";5;"2018-07-22"
"Teddybear";"445,70";4;"2018-04-28"
"Table";"1.459,64";2;"2018-03-27"
"Table";"638,20";2;"2018-04-18"
"Table";"3.563,16";2;"2018-10-10"
"Teddybear";"420,97";1;"2018-08-28"
"Chair";"2.551,70";3;"2018-09-03"
"Teddybear";"717,02";3;"2018-03-30"
"Lamp";"3.866,24";5;"2018-08-20"
"Table";"1.221,03";3;"2018-03-07"
"Table";"3.764,17";2;"2018-03-22"
"Table";"1.213,09";3;"2018-05-15"
"Table";"168,01";1;"2018-11-27"
"Table";"334,09";2;"2018-06-12"
"Table";"3.687,34";3;"2018-03-24"
"Teddybear";"1.677,73";4;"2018-06-25"
"Teddybear";"2.085,14";1;"2018-04-06"
"Chair";"1.578,50";2;"2018-02-09"
"Lamp";"1.049,57";3;"2018-02-04"
"Table";"2.890,91";5;"2018-12-19"
"Table";"2.094,51";1;"2018-08-18"
"Lamp";"3.465,08";2;"2018-12-17"
"Table";"1.925,33";3;"2018-07-27"
"Teddybear";"1.693,39";1;"2018-08-30"
"Teddybear";"3.230,52";3;"2018-03-27"
"Lamp";"1.190,10";5;"2018-12-22"
"Lamp";"2.198,15";5;"2018-04-05"
"Chair";"1.030,47";4;"2018-09-16"
"Table";"2.782,98";3;"2018-12-07"
"Chair";"3.033,16";3;"2018-10-21"
"Lamp";"1.316,45";5;"2018-05-20"
"Chair";"2.532,89";4;"2018-05-27"
"Lamp";"899,00";1;"2018-08-19"
"Chair";"1.043,93";4;"2018-06-07"
"Chair";"1.831,18";2;"2018-04-14"
"Chair";"3.405,52";2;"2018-04-10"
"Lamp";"524,61";1;"2018-03-24"
"Table";"2.426,52";3;"2018-08-21"
"Lamp";"152,83";1;"2018-06-26"
"Chair";"2.715,85";4;"2018-04-20"
"Table";"1.206,97";5;"2018-05-08"
"Table";"803,24";5;"2018-04-24"
"Lamp";"3.764,53";4;"2018-08-12"
"Lamp";"3.854,70";3;"2018-07-22"
"Teddybear";"657,09";4;"2018-08-26"
"Lamp";"3.659,47";2;"2018-12-19"
"Lamp";"1.859,44";4;"2018-04-25"
"Table";"2.809,06";2;"2018-01-07"
"Teddybear";"2.323,18";2;"2018-02-01"
"Teddybear";"269,62";2;"2018-02-17"
"Table";"843,04";5;"2018-06-24"
"Chair";"277,87";2;"2018-03-07"
"Lamp";"3.235,68";1;"2018-03-13"
"Chair";"677,46";3;"2018-08-23"
"Table";"891,22";1;"2018-02-18"
"Table";"3.245,10";2;"2018-03-01"
"Chair";"1.363,75";1;"2018-05-14"
"Teddybear";"3.714,41";1;"2018-11-27"
"Table";"1.598,39";2;"2018-03-18"
"Table";"1.515,29";1;"2018-12-09"
"Table";"644,23";3;"2018-04-14"
"Lamp";"401,50";5;"2018-03-20"
"Teddybear";"2.870,39";3;"2018-09-20"
"Teddybear";"2.488,08";1;"2018-05-19"
"Teddybear";"2.902,11";4;"2018-07-24"
"Lamp";"632,99";4;"2018-09-29"
"Teddybear";"829,49";3;"2018-01-18"
"Chair";"490,88";3;"2018-12-02"
"Table";"2.173,02";5;"2018-08-29"
"Table";"1.966,98";1;"2018-12-07"
"Teddybear";"3.152,47";2;"2018-05-13"
"Lamp";"791,28";4;"2018-08-27"
"Lamp";"2.854,64";1;"2018-03-08"
"Chair";"325,78";5;"2018-03-24"
"Teddybear";"339,15";2;"2018-05-19"
"Chair";"316,50";2;"2018-07-26"
"Table";"3.562,12";4;"2018-01-10"
"Lamp";"2.546,92";3;"2018-11-20"
"Teddybear";"2.822,65";4;"2018-11-05"
"Table";"1.874,06";3;"2018-11-25"
"Lamp";"155,14";3;"2018-05-10"
"Table";"2.781,84";3;"2018-01-16"
"Teddybear";"2.623,01";3;"2018-09-05"
"Table";"805,07";1;"2018-12-03"
"Teddybear";"3.783,03";2;"2018-01-17"
"Teddybear";"3.734,78";1;"2018-06-23"
"Lamp";"2.684,97";2;"2018-07-28"
"Chair";"1.265,25";4;"2018-10-05"
"Lamp";"144,42";4;"2018-06-13"
"Lamp";"2.901,23";1;"2018-04-29"
"Table";"680,51";5;"2018-10-15"
"Teddybear";"209,45";2;"2018-12-09"
"Teddybear";"176,40";2;"2018-08-03"
"Teddybear";"1.653,06";2;"2018-11-30"
"Teddybear";"169,54";3;"2018-04-14"
"Chair";"1.821,66";1;"2018-07-03"
"Chair";"224,52";2;"2018-04-19"
"Table";"80,27";1;"2018-09-20"
"Table";"47,27";3;"2018-01-30"
"Table";"152,41";1;"2018-08-30"
"Table";"1.520,71";3;"2018-04-08"
"Table";"2.208,73";4;"2018-08-25"
"Table";"3.564,73";4;"2018-05-29"
"Chair";"280,56";4;"2018-03-17"
"Chair";"1.340,07";1;"2018-05-08"
"Lamp";"442,59";5;"2018-06-21"
"Lamp";"1.781,09";5;"2018-01-06"
"Table";"824,07";2;"2018-11-30"
"Lamp";"2.975,14";3;"2018-06-17"
"Lamp";"556,55";5;"2018-05-30"
"Chair";"705,38";4;"2018-09-07"
"Lamp";"318,69";1;"2018-12-23"
"Teddybear";"1.250,05";1;"2018-09-21"
"Table";"2.300,02";3;"2018-01-30"
"Table";"2.162,85";2;"2018-09-02"
"Lamp";"104,68";3;"2018-09-03"
"Table";"1.122,12";4;"2018-10-07"
"Teddybear";"1.614,58";3;"2018-05-19"
"Lamp";"1.172,57";4;"2018-09-04"
"Teddybear";"1.374,45";2;"2018-06-18"
"Teddybear";"865,03";4;"2018-10-08"
"Lamp";"990,08";2;"2018-03-22"
"Table";"2.497,99";3;"2018-07-05"
"Table";"2.435,52";4;"2018-12-24"
"Teddybear";"729,55";1;"2018-07-10"
"Table";"626,62";3;"2018-01-26"
"Table";"3.348,80";5;"2018-02-18"
"Table";"1.606,32";3;"2018-02-03"
"Table";"2.627,73";1;"2018-06-10"
"Lamp";"3.571,55";5;"2018-06-19"
"Table";"2.586,53";4;"2018-09-25"
"Teddybear";"3.812,92";2;"2018-02-11"
"Table";"992,55";1;"2018-03-22"
"Lamp";"722,12";4;"2018-12-20"
"Chair";"236,57";5;"2018-11-13"
"Chair";"3.101,44";4;"2018-08-06"
"Table";"971,79";2;"2018-09-29"
"Table";"2.539,84";3;"2018-02-01"
"Teddybear";"3.128,53";5;"2018-03-28"
"Teddybear";"240,32";3;"2018-10-31"
"Chair";"1.593,82";4;"2018-04-02"
"Chair";"1.989,16";5;"2018-08-16"
"Table";"3.490,00";2;"2018-08-15"
"Chair";"3.546,00";1;"2018-02-03"
"Teddybear";"1.432,23";5;"2018-01-14"
"Table";"2.336,71";3;"2018-05-23"
"Chair";"929,48";3;"2018-07-01"
"Teddybear";"2.422,66";2;"2018-12-08"
"Table";"745,88";2;"2018-03-05"
"Chair";"1.434,63";2;"2018-11-09"
"Table";"2.630,51";2;"2018-02-14"
"Table";"1.802,77";2;"2018-06-26"
"Teddybear";"3.505,31";4;"2018-02-08"
"Table";"2.849,73";5;"2018-01-03"
"Table";"774,24";4;"2018-03-09"
"Table";"1.793,71";1;"2018-01-07"
"Lamp";"3.206,24";3;"2018-05-23"
"Teddybear";"524,97";3;"2018-06-10"
"Chair";"935,13";3;"2018-07-22"
"Table";"1.595,75";2;"2018-09-01"
"Lamp";"2.375,18";4;"2018-06-22"
"Chair";"3.583,46";3;"2018-09-21"
"Teddybear";"765,80";4;"2018-11-27"
"Chair";"3.472,23";1;"2018-08-27"
"Table";"3.548,05";5;"2018-08-07"
"Chair";"457,27";5;"2018-07-04"
"Lamp";"688,17";1;"2018-10-14"
"Table";"2.724,25";1;"2018-10-07"
"Lamp";"2.037,06";1;"2018-01-24"
"Table";"3.732,07";3;"2018-11-05"
"Chair";"1.968,33";4;"2018-02-05"
"Chair";"3.706,02";2;"2018-02-01"
"Lamp";"1.781,22";1;"2018-06-30"
"Chair";"3.233,76";3;"2018-11-29"
"Table";"1.076,43";5;"2018-08-04"
"Table";"2.624,75";1;"2018-03-16"
"Lamp";"3.320,85";1;"2018-10-13"
"Table";"2.839,79";1;"2018-04-24"
"Chair";"509,20";5;"2018-08-03"
"Table";"3.271,96";1;"2018-11-02"
"Table";"555,25";5;"2018-12-04"
"Teddybear";"3.871,68";1;"2018-12-22"
"Table";"3.220,59";4;"2018-12-21"
"Teddybear";"1.100,19";5;"2018-12-30"
"Chair";"1.649,44";2;"2018-05-19"
"Chair";"1.530,63";2;"2018-12-17"
"Teddybear";"334,24";4;"2018-04-15"
"Lamp";"1.776,89";2;"2018-08-13"
"Chair";"208,61";3;"2018-12-24"
"Chair";"1.075,64";5;"2018-04-17"
"Chair";"3.369,73";2;"2018-07-04"
"Chair";"2.997,36";4;"2018-07-05"
"Teddybear";"2.610,84";2;"2018-05-27"
"Teddybear";"3.992,26";2;"2018-05-26"
"Lamp";"797,01";3;"2018-06-20"
"Teddybear";"938,04";1;"2018-01-25"
"Teddybear";"3.369,77";3;"2018-10-21"
"Chair";"600,77";1;"2018-07-24"
"Lamp";"2.498,25";4;"2018-09-30"
"Chair";"1.097,52";2;"2018-06-22"
"Teddybear";"984,69";4;"2018-07-03"
"Teddybear";"2.821,75";2;"2018-09-17"
"Teddybear";"74,40";4;"2018-04-09"
"Table";"2.806,14";1;"2018-12-07"
"Table";"831,12";4;"2018-09-04"
"Teddybear";"3.431,54";2;"2018-02-15"
"Table";"2.771,22";1;"2018-11-06"
"Chair";"3.564,34";2;"2018-12-07"
"Table";"3.801,98";1;"2018-05-16"
"Table";"295,60";4;"2018-03-22"
"Lamp";"1.117,89";3;"2018-02-09"
"Table";"2.924,48";4;"2018-06-29"
"Table";"2.534,95";3;"2018-04-08"
"Lamp";"3.500,33";3;"2018-07-26"
"Teddybear";"3.997,37";5;"2018-06-04"
"Table";"3.780,28";3;"2018-07-08"
"Chair";"530,94";4;"2018-02-12"
"Teddybear";"852,92";5;"2018-06-09"
"Table";"3.667,25";2;"2018-05-18"
"Teddybear";"1.640,96";3;"2018-02-13"
"Teddybear";"1.924,04";3;"2018-08-31"
"Teddybear";"3.311,85";1;"2018-12-25"
"Lamp";"2.576,77";2;"2018-12-16"
"Table";"1.319,57";2;"2018-01-20"
"Chair";"720,68";5;"2018-08-28"
"Lamp";"377,88";3;"2018-02-27"
"Teddybear";"2.746,95";4;"2018-03-14"
"Lamp";"828,82";4;"2018-05-19"
"Lamp";"2.854,40";2;"2018-09-01"
"Table";"3.649,33";1;"2018-02-13"
"Lamp";"2.533,67";5;"2018-07-20"
"Teddybear";"312,25";2;"2018-03-26"
"Teddybear";"3.726,34";3;"2018-11-03"
"Lamp";"1.985,32";5;"2018-11-04"
"Table";"3.021,66";3;"2018-03-24"
"Lamp";"3.827,16";2;"2018-11-03"
"Lamp";"1.449,62";5;"2018-07-28"
"Table";"1.188,67";3;"2018-08-30"
"Chair";"563,39";3;"2018-01-05"
"Teddybear";"2.087,98";5;"2018-08-18"
"Teddybear";"3.801,92";1;"2018-07-23"
"Lamp";"568,84";2;"2018-09-01"
"Chair";"3.681,63";2;"2018-04-09"
"Chair";"3.250,74";5;"2018-06-12"
"Lamp";"2.654,60";1;"2018-12-19"
"Chair";"2.545,92";5;"2018-10-25"
"Teddybear";"1.626,04";5;"2018-01-27"
"Lamp";"3.370,38";1;"2018-01-17"
"Table";"1.233,53";1;"2018-04-16"
"Chair";"456,47";4;"2018-01-28"
"Table";"2.951,00";4;"2018-02-26"
"Table";"306,33";4;"2018-03-20"
"Teddybear";"902,62";5;"2018-08-22"
"Chair";"712,40";3;"2018-03-07"
"Chair";"1.568,25";2;"2018-07-14"
"Teddybear";"1.091,11";4;"2018-03-28"
"Teddybear";"1.551,45";2;"2018-09-12"
"Chair";"1.659,32";2;"2018-07-14"
"Chair";"670,71";4;"2018-12-11"
"Lamp";"1.154,18";5;"2018-05-06"
"Table";"3.508,40";2;"2018-10-03"
"Lamp";"1.028,84";1;"2018-06-29"
"Table";"444,56";1;"2018-04-11"
"Table";"2.762,66";1;"2018-10-08"
"Table";"2.108,52";4;"2018-01-04"
"Lamp";"1.120,54";2;"2018-12-24"
"Table";"928,56";2;"2018-08-26"
"Chair";"1.105,35";5;"2018-05-07"
"Lamp";"3.511,09";4;"2018-09-12"
"Lamp";"2.886,90";4;"2018-03-22"
"Table";"3.995,16";5;"2018-08-01"
"Table";"3.448,58";1;"2018-03-20"
"Table";"1.784,43";4;"2018-11-29"
"Teddybear";"2.601,78";3;"2018-05-21"
"Table";"332,45";2;"2018-02-27"
"Teddybear";"3.442,27";1;"2018-09-10"
"Teddybear";"2.443,44";4;"2018-03-31"
"Teddybear";"3.594,27";2;"2018-06-17"
"Table";"440,14";1;"2018-08-28"
"Teddybear";"2.015,00";2;"2018-10-14"
"Teddybear";"2.384,68";3;"2018-04-26"
"Chair";"1.899,67";5;"2018-11-30"
"Teddybear";"1.890,24";5;"2018-09-20"
"Teddybear";"2.711,21";4;"2018-09-06"
"Chair";"1.560,09";3;"2018-07-12"
"Table";"3.718,69";3;"2018-12-18"
"Table";"1.630,10";5;"2018-04-15"
"Lamp";"2.409,94";4;"2018-02-06"
"Chair";"450,27";5;"2018-09-25"
"Chair";"1.668,53";4;"2018-02-01"
"Chair";"1.505,03";4;"2018-02-13"
"Table";"2.585,45";2;"2018-08-12"
"Teddybear";"3.897,12";5;"2018-11-21"
"Teddybear";"1.878,60";2;"2018-07-24"
"Lamp";"871,71";3;"2018-11-17"
"Teddybear";"1.124,38";1;"2018-02-01"
"Lamp";"764,45";2;"2018-04-30"
"Lamp";"3.014,13";2;"2018-07-24"
"Lamp";"361,38";1;"2018-08-01"
"Lamp";"3.165,76";5;"2018-12-03"
"Teddybear";"3.180,77";5;"2018-02-21"
"Teddybear";"168,36";5;"2018-05-02"
"Table";"342,30";4;"2018-10-13"
"Teddybear";"3.216,87";2;"2018-05-15"
"Lamp";"1.490,10";2;"2018-11-24"
"Table";"3.810,45";4;"2018-03-28"
"Chair";"217,72";5;"2018-09-09"
"Table";"2.449,13";5;"2018-06-09"
"Table";"582,91";4;"2018-09-28"
"Teddybear";"3.228,84";5;"2018-12-11"
"Chair";"271,52";2;"2018-08-03"
"Table";"3.347,75";5;"2018-11-19"
"Chair";"47,88";5;"2018-01-14"
"Lamp";"1.257,96";3;"2018-06-25"
"Chair";"2.160,28";4;"2018-10-07"
"Lamp";"3.270,25";5;"2018-12-30"
